level,levelNameEnglish,levelNameArabic,day,dayTheme,situation1,situation2,situation3,situation4,situation5,dayPromise,dayMediaLogic
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,16,كتابة رد بسيط في واتساب,فتح الموقف — كتابة رد بسيط في واتساب,طلب أساسي — كتابة رد بسيط في واتساب,توضيح أو سؤال — كتابة رد بسيط في واتساب,رد على جواب مغربي — كتابة رد بسيط في واتساب,إغلاق الموقف — كتابة رد بسيط في واتساب,في نهاية اليوم يستطيع المتعلم التعامل مع كتابة رد بسيط في واتساب عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,17,تسجيل رسالة صوتية قصيرة,فتح الموقف — تسجيل رسالة صوتية قصيرة,طلب أساسي — تسجيل رسالة صوتية قصيرة,توضيح أو سؤال — تسجيل رسالة صوتية قصيرة,رد على جواب مغربي — تسجيل رسالة صوتية قصيرة,إغلاق الموقف — تسجيل رسالة صوتية قصيرة,في نهاية اليوم يستطيع المتعلم التعامل مع تسجيل رسالة صوتية قصيرة عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,18,الرد على دعوة في واتساب,فتح الموقف — الرد على دعوة في واتساب,طلب أساسي — الرد على دعوة في واتساب,توضيح أو سؤال — الرد على دعوة في واتساب,رد على جواب مغربي — الرد على دعوة في واتساب,إغلاق الموقف — الرد على دعوة في واتساب,في نهاية اليوم يستطيع المتعلم التعامل مع الرد على دعوة في واتساب عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,19,فهم إلغاء موعد,فتح الموقف — فهم إلغاء موعد,طلب أساسي — فهم إلغاء موعد,توضيح أو سؤال — فهم إلغاء موعد,رد على جواب مغربي — فهم إلغاء موعد,إغلاق الموقف — فهم إلغاء موعد,في نهاية اليوم يستطيع المتعلم التعامل مع فهم إلغاء موعد عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,20,فهم موقع أو عنوان مرسل,فتح الموقف — فهم موقع أو عنوان مرسل,طلب أساسي — فهم موقع أو عنوان مرسل,توضيح أو سؤال — فهم موقع أو عنوان مرسل,رد على جواب مغربي — فهم موقع أو عنوان مرسل,إغلاق الموقف — فهم موقع أو عنوان مرسل,في نهاية اليوم يستطيع المتعلم التعامل مع فهم موقع أو عنوان مرسل عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,21,مراجعة أسبوع 3: صوت + كتابة,فتح الموقف — مراجعة أسبوع 3: صوت + كتابة,طلب أساسي — مراجعة أسبوع 3: صوت + كتابة,توضيح أو سؤال — مراجعة أسبوع 3: صوت + كتابة,رد على جواب مغربي — مراجعة أسبوع 3: صوت + كتابة,إغلاق الموقف — مراجعة أسبوع 3: صوت + كتابة,في نهاية اليوم يستطيع المتعلم التعامل مع مراجعة أسبوع 3: صوت + كتابة عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,22,تعابير شعبية شائعة,فتح الموقف — تعابير شعبية شائعة,طلب أساسي — تعابير شعبية شائعة,توضيح أو سؤال — تعابير شعبية شائعة,رد على جواب مغربي — تعابير شعبية شائعة,إغلاق الموقف — تعابير شعبية شائعة,في نهاية اليوم يستطيع المتعلم التعامل مع تعابير شعبية شائعة عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,23,فهم لهجة مدينة مختلفة قليلًا,فتح الموقف — فهم لهجة مدينة مختلفة قليلًا,طلب أساسي — فهم لهجة مدينة مختلفة قليلًا,توضيح أو سؤال — فهم لهجة مدينة مختلفة قليلًا,رد على جواب مغربي — فهم لهجة مدينة مختلفة قليلًا,إغلاق الموقف — فهم لهجة مدينة مختلفة قليلًا,في نهاية اليوم يستطيع المتعلم التعامل مع فهم لهجة مدينة مختلفة قليلًا عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,24,متى لا ترد بسرعة,فتح الموقف — متى لا ترد بسرعة,طلب أساسي — متى لا ترد بسرعة,توضيح أو سؤال — متى لا ترد بسرعة,رد على جواب مغربي — متى لا ترد بسرعة,إغلاق الموقف — متى لا ترد بسرعة,في نهاية اليوم يستطيع المتعلم التعامل مع متى لا ترد بسرعة عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,25,التعامل مع سوء فهم في رسالة,فتح الموقف — التعامل مع سوء فهم في رسالة,طلب أساسي — التعامل مع سوء فهم في رسالة,توضيح أو سؤال — التعامل مع سوء فهم في رسالة,رد على جواب مغربي — التعامل مع سوء فهم في رسالة,إغلاق الموقف — التعامل مع سوء فهم في رسالة,في نهاية اليوم يستطيع المتعلم التعامل مع التعامل مع سوء فهم في رسالة عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,26,شرح أنك تتعلم الدارجة,فتح الموقف — شرح أنك تتعلم الدارجة,طلب أساسي — شرح أنك تتعلم الدارجة,توضيح أو سؤال — شرح أنك تتعلم الدارجة,رد على جواب مغربي — شرح أنك تتعلم الدارجة,إغلاق الموقف — شرح أنك تتعلم الدارجة,في نهاية اليوم يستطيع المتعلم التعامل مع شرح أنك تتعلم الدارجة عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,27,تحويل رسالة إلى موقف,فتح الموقف — تحويل رسالة إلى موقف,طلب أساسي — تحويل رسالة إلى موقف,توضيح أو سؤال — تحويل رسالة إلى موقف,رد على جواب مغربي — تحويل رسالة إلى موقف,إغلاق الموقف — تحويل رسالة إلى موقف,في نهاية اليوم يستطيع المتعلم التعامل مع تحويل رسالة إلى موقف عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
